start,end,cost
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJtYl80VlSUkYRHsPJ77_LXm8,9.657455800078102e-07
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJwTS011lSUkYROOaIBw6_t6k,1.1891824600093645e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJ7-bcfFdSUkYRAi_D5VAiANk,1.3938347200051047e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJb-LjZFdSUkYR0IQcqxmpIDY,1.5556205700091683e-06
ChIJV02yLVhSUkYR5Urrpdyav5w,ChIJBWUZb1dSUkYR0KDo40YbcFQ,1.7690130700061722e-06
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJI3hCtFlSUkYRPnfwEKyXdTk,0
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJOW51C1lSUkYRRv6n34W9-Zg,2.563296520007814e-06
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJj5kfbFlSUkYRcDRZTsny7_c,3.3496230100198184e-06
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJpyBCaFlSUkYR3LHwM6zxRjU,3.518110580019761e-06
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJI3hCtFlSUkYRPnfwEKyXdTk,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJOW51C1lSUkYRRv6n34W9-Zg,0
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJj5kfbFlSUkYRcDRZTsny7_c,7.863264900120045e-07
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJpyBCaFlSUkYR3LHwM6zxRjU,9.54814060011947e-07
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJOW51C1lSUkYRRv6n34W9-Zg,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJj5kfbFlSUkYRcDRZTsny7_c,0
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJpyBCaFlSUkYR3LHwM6zxRjU,1.6848756999994263e-07
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJj5kfbFlSUkYRcDRZTsny7_c,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJCy4tOFhSUkYRBiS5iJUrGnY,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJj1RhMlhSUkYRxwx00g4P0QE,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJuYkcKlhSUkYRFPCipW5rTvU,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJP6TdhFdSUkYRdrsWKXZMAs8,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJf9Y9sFdSUkYRmaDEJhCweGc,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJozaGTFZSUkYRNtWl2AGUPkI,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJI3hCtFlSUkYRPnfwEKyXdTk,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJOW51C1lSUkYRRv6n34W9-Zg,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJj5kfbFlSUkYRcDRZTsny7_c,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJpyBCaFlSUkYR3LHwM6zxRjU,0
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJ64wzbldSUkYR5FeQ9EKDTkU,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJ7feGfFdSUkYRmmsyva5Yh7g,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJRwYQ1llSUkYRMKaZjz2gpdg,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJmQYH01lSUkYRA5sfbpFn4ag,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJaU2CalhSUkYR16Poj9gzgIw,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJt2H3cFhSUkYRAkkFfX87Bq8,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJpyBCaFlSUkYR3LHwM6zxRjU,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJCy4tOFhSUkYRBiS5iJUrGnY,6.186509299999406e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJj1RhMlhSUkYRxwx00g4P0QE,2.5967753299807477e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJuYkcKlhSUkYRFPCipW5rTvU,2.7627693299817727e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJP6TdhFdSUkYRdrsWKXZMAs8,3.3195384699777185e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJf9Y9sFdSUkYRmaDEJhCweGc,5.469221959987658e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJozaGTFZSUkYRNtWl2AGUPkI,6.144209969994e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJI3hCtFlSUkYRPnfwEKyXdTk,4.3334166399933916e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJOW51C1lSUkYRRv6n34W9-Zg,6.896713160001205e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJj5kfbFlSUkYRcDRZTsny7_c,7.68303965001321e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJpyBCaFlSUkYR3LHwM6zxRjU,7.851527220013152e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJL3cdF1dSUkYRrSCPkRNdtPE,0
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJgXdTbFdSUkYR33h2wlG_Zwk,9.85290119987892e-07
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJ64wzbldSUkYR5FeQ9EKDTkU,1.1630503299907802e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJ7feGfFdSUkYRmmsyva5Yh7g,1.7740318999913803e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJRwYQ1llSUkYRMKaZjz2gpdg,2.0183582999905615e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJmQYH01lSUkYRA5sfbpFn4ag,2.408063599981856e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJaU2CalhSUkYR16Poj9gzgIw,7.146580029999641e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJt2H3cFhSUkYRAkkFfX87Bq8,9.219543079994186e-06
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJL3cdF1dSUkYRrSCPkRNdtPE,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJCy4tOFhSUkYRBiS5iJUrGnY,5.201219180011514e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJj1RhMlhSUkYRxwx00g4P0QE,1.6114852099928562e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJuYkcKlhSUkYRFPCipW5rTvU,1.7774792099938814e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJP6TdhFdSUkYRdrsWKXZMAs8,2.334248349989827e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJf9Y9sFdSUkYRmaDEJhCweGc,4.483931839999767e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJozaGTFZSUkYRNtWl2AGUPkI,5.1589198500061085e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJI3hCtFlSUkYRPnfwEKyXdTk,3.3481265200055e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJOW51C1lSUkYRRv6n34W9-Zg,5.911423040013314e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJj5kfbFlSUkYRcDRZTsny7_c,6.697749530025319e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJpyBCaFlSUkYR3LHwM6zxRjU,6.866237100025262e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJgXdTbFdSUkYR33h2wlG_Zwk,0
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJ64wzbldSUkYR5FeQ9EKDTkU,1.7776021000288822e-07
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJ7feGfFdSUkYRmmsyva5Yh7g,7.887417800034884e-07
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJRwYQ1llSUkYRMKaZjz2gpdg,1.0330681800026697e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJmQYH01lSUkYRA5sfbpFn4ag,1.4227734799939646e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJaU2CalhSUkYR16Poj9gzgIw,6.161289910011749e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJt2H3cFhSUkYRAkkFfX87Bq8,8.234252960006294e-06
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJRZDreVhSUkYRo3ujslhgkNQ,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJuRTCa1hSUkYRZctNq7Wpmys,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJCy4tOFhSUkYR0RImuvsSO1g,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJtYl80VlSUkYRHsPJ77_LXm8,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJwTS011lSUkYROOaIBw6_t6k,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJ7-bcfFdSUkYRAi_D5VAiANk,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJb-LjZFdSUkYR0IQcqxmpIDY,inf
ChIJgXdTbFdSUkYR33h2wlG_Zwk,ChIJBWUZb1dSUkYR0KDo40YbcFQ,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJDfnLZ1lSUkYRchF_if80LfE,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJsRh_oFlSUkYRkBBHQUeoKcI,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJ9cuitllSUkYRd6ZoiDSinIM,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJk2Y2M1hSUkYR8cXNNRfosIY,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJCy4tOFhSUkYRBiS5iJUrGnY,5.023458970008626e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJj1RhMlhSUkYRxwx00g4P0QE,1.4337249999899677e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJuYkcKlhSUkYRFPCipW5rTvU,1.5997189999909929e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJP6TdhFdSUkYRdrsWKXZMAs8,2.156488139986939e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJf9Y9sFdSUkYRmaDEJhCweGc,4.306171629996879e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJozaGTFZSUkYRNtWl2AGUPkI,4.981159640003221e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJozaGTFZSUkYRjY7TpiWcsro,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJr8hSvVdSUkYR9El_JWHKncY,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJuYkcKlhSUkYRkyJyE8H3_fI,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJV02yLVhSUkYR5Urrpdyav5w,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJI3hCtFlSUkYRPnfwEKyXdTk,3.1703663100026115e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJOW51C1lSUkYRRv6n34W9-Zg,5.733662830010426e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJj5kfbFlSUkYRcDRZTsny7_c,6.519989320022431e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJpyBCaFlSUkYR3LHwM6zxRjU,6.688476890022374e-06
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJL3cdF1dSUkYRrSCPkRNdtPE,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJgXdTbFdSUkYR33h2wlG_Zwk,inf
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJ64wzbldSUkYR5FeQ9EKDTkU,0
ChIJ64wzbldSUkYR5FeQ9EKDTkU,ChIJ7feGfFdSUkYRmmsyva5Yh7g,6.109815700006001e-07
